Traj,wmTraj,month,depth,mean_N
2,Atlantic,4,350,12.53513209025065
2,Atlantic,4,375,12.512834548950195
2,Atlantic,4,400,12.569650332132975
2,Atlantic,4,425,12.569336891174316
2,Atlantic,4,450,12.273392677307129
2,Atlantic,4,475,12.647106170654297
2,Atlantic,4,500,12.726383845011393
2,Atlantic,4,550,13.012789726257324
2,Atlantic,4,600,13.031029065450033
2,Atlantic,4,650,13.258308092753092
2,Atlantic,4,700,12.701990445454916
2,Atlantic,4,750,14.360378901163736
2,Atlantic,4,800,11.438873608907064
2,Atlantic,5,0,9.437638759613037
2,Atlantic,5,5,9.468196392059326
2,Atlantic,5,10,9.494755268096924
2,Atlantic,5,15,9.588531494140625
2,Atlantic,5,20,9.684584140777588
2,Atlantic,5,25,9.721978187561035
2,Atlantic,5,30,9.748048782348633
2,Atlantic,5,35,9.866408824920654
2,Atlantic,5,40,9.98596715927124
2,Atlantic,5,45,10.097986698150635
2,Atlantic,5,50,10.248260021209717
2,Atlantic,5,55,10.353849411010742
2,Atlantic,5,60,10.46596622467041
2,Atlantic,5,65,10.577590942382812
2,Atlantic,5,70,10.68537425994873
2,Atlantic,5,75,10.785238265991211
2,Atlantic,5,80,10.864433288574219
2,Atlantic,5,85,10.940242767333984
2,Atlantic,5,90,11.003384113311768
2,Atlantic,5,95,11.065123081207275
2,Atlantic,5,100,11.071098327636719
2,Atlantic,5,125,11.370858192443848
2,Atlantic,5,150,11.554707527160645
2,Atlantic,5,175,11.732930183410645
2,Atlantic,5,200,11.817784309387207
2,Atlantic,5,225,11.981826305389404
2,Atlantic,5,250,11.976654052734375
2,Atlantic,5,275,12.013429641723633
2,Atlantic,5,300,11.936729431152344
2,Atlantic,5,325,12.170007228851318
2,Atlantic,5,350,12.232908248901367
2,Atlantic,5,375,12.312881469726562
2,Atlantic,5,400,12.185119152069092
2,Atlantic,5,425,12.477426528930664
2,Atlantic,5,450,12.48141860961914
2,Atlantic,5,475,12.529449462890625
2,Atlantic,5,500,12.53048849105835
2,Atlantic,5,550,12.685889720916748
2,Atlantic,5,600,12.621602535247803
2,Atlantic,5,650,13.24141550064087
2,Atlantic,5,700,13.021005630493164
2,Atlantic,5,750,13.30194616317749
2,Atlantic,5,800,13.38866376876831
2,Atlantic,6,0,6.31925630569458
2,Atlantic,6,5,6.361559867858887
2,Atlantic,6,10,6.313319683074951
2,Atlantic,6,15,6.395428975423177
2,Atlantic,6,20,6.69632355372111
2,Atlantic,6,25,7.06907590230306
2,Atlantic,6,30,7.508825620015462
2,Atlantic,6,35,7.997202237447103
2,Atlantic,6,40,8.571346600850424
2,Atlantic,6,45,9.149560610453287
2,Atlantic,6,50,9.584399541219076
2,Atlantic,6,55,9.872467676798502
2,Atlantic,6,60,10.177498499552408
2,Atlantic,6,65,10.435565630594889
2,Atlantic,6,70,10.674175580342611
2,Atlantic,6,75,10.865779558817545
2,Atlantic,6,80,11.003087679545084
2,Atlantic,6,85,11.18423334757487
2,Atlantic,6,90,11.299627939860025
2,Atlantic,6,95,11.3934694925944
2,Atlantic,6,100,11.459875424702963
2,Atlantic,6,125,11.755279858907064
2,Atlantic,6,150,12.0374755859375
2,Atlantic,6,175,12.098128000895182
2,Atlantic,6,200,12.281251907348633
2,Atlantic,6,225,12.16199811299642
2,Atlantic,6,250,12.310685157775879
2,Atlantic,6,275,12.38990592956543
2,Atlantic,6,300,12.37765916188558
2,Atlantic,6,325,12.384207407633463
2,Atlantic,6,350,12.41257127126058
2,Atlantic,6,375,12.439711570739746
2,Atlantic,6,400,12.483919461568197
2,Atlantic,6,425,12.462416013081869
2,Atlantic,6,450,12.478209495544434
2,Atlantic,6,475,12.561755498250326
2,Atlantic,6,500,12.682350158691406
2,Atlantic,6,550,12.873896598815918
2,Atlantic,6,600,13.229375839233398
2,Atlantic,6,650,13.582444826761881
2,Atlantic,6,700,13.679936726888021
2,Atlantic,6,750,13.994528770446777
2,Atlantic,6,800,14.006839752197266
2,Atlantic,7,0,2.3309236114675347
2,Atlantic,7,5,2.336571682583202
2,Atlantic,7,10,2.5693487470800225
2,Atlantic,7,15,3.25500226020813
2,Atlantic,7,20,3.949855696071278
2,Atlantic,7,25,4.856740301305598
2,Atlantic,7,30,5.817561409690163
2,Atlantic,7,35,6.705381740223277
2,Atlantic,7,40,7.580188231034712
2,Atlantic,7,45,8.375708103179932
2,Atlantic,7,50,9.101125543767756
2,Atlantic,7,55,9.557337327436967
2,Atlantic,7,60,9.892838044600053
2,Atlantic,7,65,10.147647944363682
2,Atlantic,7,70,10.341645587574352
2,Atlantic,7,75,10.641107819297098
2,Atlantic,7,80,10.688719402660023
2,Atlantic,7,85,11.02276611328125
2,Atlantic,7,90,11.219011913646352
2,Atlantic,7,95,11.363314541903408
2,Atlantic,7,100,11.682157776572488
2,Atlantic,7,125,12.10970488461581
2,Atlantic,7,150,12.203092748468572
2,Atlantic,7,175,12.270462816411799
2,Atlantic,7,200,12.271016467701305
2,Atlantic,7,225,12.600984053178268
2,Atlantic,7,250,12.463472626426004
2,Atlantic,7,275,12.545931122519754
2,Atlantic,7,300,12.518772211941807
2,Atlantic,7,325,12.539949330416592
2,Atlantic,7,350,12.596084941517223
2,Atlantic,7,375,12.699477455832742
2,Atlantic,7,400,12.654401085593484
2,Atlantic,7,425,12.691805319352584
2,Atlantic,7,450,12.755762273615057
2,Atlantic,7,475,12.794269995255904
2,Atlantic,7,500,13.094470284201883
2,Atlantic,7,550,13.173404866998846
2,Atlantic,7,600,13.459758845242588
2,Atlantic,7,650,13.469636483625932
2,Atlantic,7,700,13.551973256197842
2,Atlantic,7,750,13.716523343866522
2,Atlantic,7,800,13.85097243569114
2,Atlantic,8,0,1.896209704875946
2,Atlantic,8,5,2.0862150311470034
2,Atlantic,8,10,2.483447241783142
2,Atlantic,8,15,2.8600276470184327
2,Atlantic,8,20,3.2900967597961426
2,Atlantic,8,25,3.9688471078872682
2,Atlantic,8,30,4.664640808105469
2,Atlantic,8,35,5.5235851287841795
2,Atlantic,8,40,6.454092216491699
2,Atlantic,8,45,7.352978897094727
2,Atlantic,8,50,8.087087154388428
2,Atlantic,8,55,8.66148042678833
2,Atlantic,8,60,9.174766731262206
2,Atlantic,8,65,9.641044330596923
2,Atlantic,8,70,10.095643901824952
2,Atlantic,8,75,10.451967716217041
2,Atlantic,8,80,10.657298564910889
2,Atlantic,8,85,10.823974800109863
2,Atlantic,8,90,10.967282390594482
2,Atlantic,8,95,11.124763488769531
2,Atlantic,8,100,11.103612899780273
2,Atlantic,8,125,11.319274425506592
2,Atlantic,8,150,11.557781982421876
2,Atlantic,8,175,11.653607749938965
2,Atlantic,8,200,11.744217205047608
2,Atlantic,8,225,11.493335342407226
2,Atlantic,8,250,11.66735486984253
2,Atlantic,8,275,11.782803058624268
2,Atlantic,8,300,11.58310251235962
2,Atlantic,8,325,11.991723823547364
2,Atlantic,8,350,12.088953685760497
2,Atlantic,8,375,12.195598602294922
2,Atlantic,8,400,12.329056072235108
2,Atlantic,8,425,12.209802436828614
2,Atlantic,8,450,12.294511890411377
2,Atlantic,8,475,12.319823360443115
2,Atlantic,8,500,12.683393955230713
2,Atlantic,8,550,12.530604362487793
2,Atlantic,8,600,12.873642063140869
2,Atlantic,8,650,13.112923717498779
2,Atlantic,8,700,13.28731985092163
2,Atlantic,8,750,13.514490985870362
2,Atlantic,8,800,13.704152965545655
2,Atlantic,9,0,2.851634484070998
2,Atlantic,9,5,2.88676747908959
2,Atlantic,9,10,2.891837688592764
2,Atlantic,9,15,3.3793040422292857
2,Atlantic,9,20,3.936070570578942
2,Atlantic,9,25,4.566546403444731
2,Atlantic,9,30,5.090400879199688
2,Atlantic,9,35,5.928331008324256
2,Atlantic,9,40,6.653586204235371
2,Atlantic,9,45,7.282623180976281
2,Atlantic,9,50,7.821110321925237
2,Atlantic,9,55,8.25725038235004
2,Atlantic,9,60,8.79126446063702
2,Atlantic,9,65,9.28338256249061
2,Atlantic,9,70,9.761369265042818
2,Atlantic,9,75,10.34438866835374
2,Atlantic,9,80,10.490051122812124
2,Atlantic,9,85,10.798282403212328
2,Atlantic,9,90,11.099679726820726
2,Atlantic,9,95,11.443070338322567
2,Atlantic,9,100,11.56888169508714
2,Atlantic,9,125,12.014656213613657
2,Atlantic,9,150,12.134700481708233
2,Atlantic,9,175,12.209742839519794
2,Atlantic,9,200,12.469058476961576
2,Atlantic,9,225,12.504336577195387
2,Atlantic,9,250,12.624800608708309
2,Atlantic,9,275,12.57053749377911
2,Atlantic,9,300,12.412606165959286
2,Atlantic,9,325,12.356510675870455
2,Atlantic,9,350,12.396814493032602
2,Atlantic,9,375,12.41861079289363
2,Atlantic,9,400,12.561693264887882
2,Atlantic,9,425,12.56454086303711
2,Atlantic,9,450,12.656678933363695
2,Atlantic,9,475,12.64261744572566
2,Atlantic,9,500,12.82162541609544
2,Atlantic,9,550,12.72085483257587
2,Atlantic,9,600,12.943312865037184
2,Atlantic,9,650,12.755216451791616
2,Atlantic,9,700,13.02048976604755
2,Atlantic,9,750,12.956017860999474
2,Atlantic,9,800,13.214597702026367
2,Atlantic,10,0,8.918523502349853
2,Atlantic,10,5,8.213103771209717
2,Atlantic,10,10,5.174900031089782
2,Atlantic,10,15,5.288231945037841
2,Atlantic,10,20,6.628656673431396
2,Atlantic,10,25,7.235851716995239
2,Atlantic,10,30,7.317662858963013
2,Atlantic,10,35,7.412941408157349
2,Atlantic,10,40,7.389045524597168
2,Atlantic,10,45,7.746203756332397
2,Atlantic,10,50,7.857073974609375
2,Atlantic,10,55,7.651893901824951
2,Atlantic,10,60,8.563027954101562
2,Atlantic,10,65,8.735701179504394
2,Atlantic,10,70,8.863289260864258
2,Atlantic,10,75,9.163311004638672
2,Atlantic,10,80,9.675040149688721
2,Atlantic,10,85,9.114447212219238
2,Atlantic,10,90,9.539559745788575
2,Atlantic,10,95,9.820219707489013
2,Atlantic,10,100,10.565569210052491
2,Atlantic,10,125,12.846418476104736
2,Atlantic,10,150,13.739660263061523
2,Atlantic,10,175,13.957776832580567
2,Atlantic,10,200,14.313709354400634
2,Atlantic,10,225,13.633508491516114
2,Atlantic,10,250,13.906369972229005
2,Atlantic,10,275,13.252249336242675
2,Atlantic,10,300,12.715865325927734
2,Atlantic,10,325,12.645755386352539
2,Atlantic,10,350,12.67295503616333
2,Atlantic,10,375,12.683659839630128
2,Atlantic,10,400,12.841821479797364
2,Atlantic,10,425,12.862988662719726
2,Atlantic,10,450,12.99685697555542
2,Atlantic,10,475,12.976128959655762
2,Atlantic,10,500,13.657916641235351
2,Atlantic,10,550,13.140135860443115
2,Atlantic,10,600,13.349466609954835
2,Atlantic,10,650,13.5860107421875
2,Atlantic,10,700,13.90303077697754
2,Atlantic,10,750,14.010235023498534
2,Atlantic,10,800,12.974536577860514
2,Atlantic,11,0,7.962627064098012
2,Atlantic,11,5,7.983238957144997
2,Atlantic,11,10,6.003280206160112
2,Atlantic,11,15,5.819388389587402
2,Atlantic,11,20,6.3216280503706495
2,Atlantic,11,25,6.80538389899514
2,Atlantic,11,30,6.808257276361639
2,Atlantic,11,35,6.827848997983065
2,Atlantic,11,40,6.638739932667125
2,Atlantic,11,45,6.85549900748513
2,Atlantic,11,50,6.576476227153432
2,Atlantic,11,55,6.437924124977806
2,Atlantic,11,60,7.403644908558238
2,Atlantic,11,65,7.753686037930575
2,Atlantic,11,70,7.854154153303667
2,Atlantic,11,75,7.766215584494851
2,Atlantic,11,80,7.876473340121183
2,Atlantic,11,85,6.928584142164751
2,Atlantic,11,90,6.988379521803423
2,Atlantic,11,95,6.922259894284335
2,Atlantic,11,100,7.249190547249534
2,Atlantic,11,125,9.000647804953836
2,Atlantic,11,150,10.018879890441895
2,Atlantic,11,175,10.678373770280318
2,Atlantic,11,200,10.975024830211293
2,Atlantic,11,225,11.80760617689653
2,Atlantic,11,250,12.0051983053034
2,Atlantic,11,275,12.787012273615057
2,Atlantic,11,300,12.901619824496182
2,Atlantic,11,325,12.951067144220525
2,Atlantic,11,350,12.757520762356846
2,Atlantic,11,375,12.668635628440164
2,Atlantic,11,400,12.685109918767756
2,Atlantic,11,425,12.934544563293457
2,Atlantic,11,450,12.960973046042703
2,Atlantic,11,475,12.978245995261453
2,Atlantic,11,500,13.8979228626598
2,Atlantic,11,550,13.236547374725342
2,Atlantic,11,600,13.407480335235595
2,Atlantic,11,650,13.138822555541992
2,Atlantic,11,700,13.496892547607422
2,Atlantic,11,750,13.501685333251952
2,Atlantic,11,800,13.116215070088705
2,Atlantic,12,0,3.529584477929508
2,Atlantic,12,5,3.1123955670525048
2,Atlantic,12,10,0.5348641881171394
2,Atlantic,12,15,0.48715129801455664
2,Atlantic,12,20,0.7580095704864053
2,Atlantic,12,25,1.0408057991196127
2,Atlantic,12,30,1.0429211083580465
2,Atlantic,12,35,1.0523305360008688
2,Atlantic,12,40,0.9029523379662457
2,Atlantic,12,45,1.077832786475911
2,Atlantic,12,50,0.9604222038212944
2,Atlantic,12,55,0.6347407435669619
2,Atlantic,12,60,1.1890599306891947
2,Atlantic,12,65,1.4319369302076452
2,Atlantic,12,70,1.8628296611063622
2,Atlantic,12,75,1.9845917391426422
2,Atlantic,12,80,2.0617665420560276
2,Atlantic,12,85,1.2692040783517502
2,Atlantic,12,90,1.141085158156998
2,Atlantic,12,95,1.037632405757904
2,Atlantic,12,100,6.305866423775168
2,Atlantic,12,125,8.126330796410056
2,Atlantic,12,150,9.038491249084473
2,Atlantic,12,175,9.911148875951767
2,Atlantic,12,200,10.598674710591634
2,Atlantic,12,225,12.789917055765788
2,Atlantic,12,250,11.811760584513346
2,Atlantic,12,275,11.015178998311361
2,Atlantic,12,300,12.517525100708008
2,Atlantic,12,325,11.712313334147135
2,Atlantic,12,350,11.880300076802571
2,Atlantic,12,375,12.20415121714274
2,Atlantic,12,400,12.2719970703125
2,Atlantic,12,425,11.836635526021322
2,Atlantic,12,450,12.528945541381836
2,Atlantic,12,475,12.608965873718262
2,Atlantic,12,500,12.76336243947347
2,Atlantic,12,550,12.600523131234306
2,Atlantic,12,600,11.11662351168119
2,Atlantic,12,650,11.844792219308706
2,Atlantic,12,700,13.678787011366625
2,Atlantic,12,750,13.514275257404034
2,Atlantic,12,800,13.32703216259296
18,Atlantic,1,0,10.35248491499159
18,Atlantic,1,5,10.437403996785482
18,Atlantic,1,10,10.522742483350966
18,Atlantic,1,15,10.589744144015842
18,Atlantic,1,20,10.581075774298775
18,Atlantic,1,25,10.532533963521322
18,Atlantic,1,30,10.456354035271538
18,Atlantic,1,35,10.476118405659994
18,Atlantic,1,40,10.610101487901476
18,Atlantic,1,45,10.648313310411242
18,Atlantic,1,50,10.760665681627062
18,Atlantic,1,55,10.858179728190104
18,Atlantic,1,60,10.904574500189888
18,Atlantic,1,65,10.93091869354248
18,Atlantic,1,70,10.973761664496529
18,Atlantic,1,75,10.976310306125217
18,Atlantic,1,80,11.220364464653862
18,Atlantic,1,85,11.281148274739584
18,Atlantic,1,90,11.241458574930826
18,Atlantic,1,95,11.329099443223742
18,Atlantic,1,100,11.323645379808214
18,Atlantic,1,125,11.167918099297417
18,Atlantic,1,150,11.001841439141167
18,Atlantic,1,175,11.276670349968803
18,Atlantic,1,200,10.974656952752007
18,Atlantic,1,225,11.422552956475151
18,Atlantic,1,250,11.398901303609213
18,Atlantic,1,275,11.454280959235298
18,Atlantic,1,300,11.395831531948513
18,Atlantic,1,325,11.633827633327908
18,Atlantic,1,350,11.763938162061903
18,Atlantic,1,375,11.830453978644478
18,Atlantic,1,400,12.005277951558432
18,Atlantic,1,425,11.867260720994738
18,Atlantic,1,450,12.127704090542263
18,Atlantic,1,475,12.568717956542969
18,Atlantic,1,500,13.086910565694174
18,Atlantic,1,550,12.592334429423014
18,Atlantic,1,600,12.700746006435818
18,Atlantic,1,650,14.13814608256022
18,Atlantic,1,700,12.56954574584961
18,Atlantic,1,750,14.044842614067925
18,Atlantic,1,800,15.416204346550835
18,Atlantic,2,0,11.297245199030096
18,Atlantic,2,5,11.244290785356002
18,Atlantic,2,10,11.2669170553034
18,Atlantic,2,15,11.131178509105336
18,Atlantic,2,20,11.118610295382412
18,Atlantic,2,25,11.123342600735752
18,Atlantic,2,30,11.128840706565164
18,Atlantic,2,35,11.155009876598012
18,Atlantic,2,40,11.172057498585094
18,Atlantic,2,45,11.190088098699396
18,Atlantic,2,50,11.25809010592374
18,Atlantic,2,55,11.297379407015713
18,Atlantic,2,60,11.324386770075018
18,Atlantic,2,65,11.341313969005238
18,Atlantic,2,70,11.373718521811746
18,Atlantic,2,75,11.393063892017711
18,Atlantic,2,80,11.553579157049006
18,Atlantic,2,85,11.625805854797363
18,Atlantic,2,90,11.668285023082387
18,Atlantic,2,95,11.71138485995206
18,Atlantic,2,100,11.9978609085083
18,Atlantic,2,125,12.251431985334916
18,Atlantic,2,150,12.36162991957231
18,Atlantic,2,175,12.43501038984819
18,Atlantic,2,200,12.60517605868253
18,Atlantic,2,225,12.685715328563344
18,Atlantic,2,250,12.617699363014914
18,Atlantic,2,275,12.664298837835139
18,Atlantic,2,300,12.622027310458096
18,Atlantic,2,325,12.640260436318137
18,Atlantic,2,350,12.670027472756125
18,Atlantic,2,375,12.741402799432928
18,Atlantic,2,400,12.923689755526455
18,Atlantic,2,425,12.973177476362748
18,Atlantic,2,450,13.12169430472634
18,Atlantic,2,475,13.245416988026012
18,Atlantic,2,500,13.260246536948465
18,Atlantic,2,550,13.68249563737349
18,Atlantic,2,600,13.35444537076083
18,Atlantic,2,650,13.6213040785356
18,Atlantic,2,700,13.895954825661399
18,Atlantic,2,750,13.475731589577414
18,Atlantic,2,800,14.260324131358754
18,Atlantic,3,0,11.127988815307617
18,Atlantic,3,5,11.116113185882568
18,Atlantic,3,10,11.316035270690918
18,Atlantic,3,15,11.474483489990234
18,Atlantic,3,20,11.425916910171509
18,Atlantic,3,25,11.568015098571777
18,Atlantic,3,30,11.569545269012451
18,Atlantic,3,35,11.604346513748169
18,Atlantic,3,40,11.606833696365356
18,Atlantic,3,45,11.633549213409424
18,Atlantic,3,50,11.645203590393066
18,Atlantic,3,55,11.645599126815796
18,Atlantic,3,60,11.689303398132324
18,Atlantic,3,65,11.724575757980347
18,Atlantic,3,70,11.74187707901001
18,Atlantic,3,75,11.750264167785645
18,Atlantic,3,80,11.74707841873169
18,Atlantic,3,85,11.760237693786621
18,Atlantic,3,90,11.791748523712158
18,Atlantic,3,95,11.831758499145508
18,Atlantic,3,100,12.254274606704712
18,Atlantic,3,125,12.345771312713623
18,Atlantic,3,150,12.340227842330933
18,Atlantic,3,175,12.431100845336914
18,Atlantic,3,200,12.391029596328735
18,Atlantic,3,225,12.48335576057434
18,Atlantic,3,250,12.387170553207397
18,Atlantic,3,275,12.431620836257935
18,Atlantic,3,300,12.586310148239136
18,Atlantic,3,325,12.57673954963684
18,Atlantic,3,350,12.625411033630371
18,Atlantic,3,375,12.665910243988037
18,Atlantic,3,400,12.700259685516357
18,Atlantic,3,425,12.71206521987915
18,Atlantic,3,450,12.806090116500854
18,Atlantic,3,475,12.742635011672974
18,Atlantic,3,500,12.657666683197021
18,Atlantic,3,550,12.871216773986816
18,Atlantic,3,600,13.085458517074585
18,Atlantic,3,650,13.441507577896118
18,Atlantic,3,700,13.570340394973755
18,Atlantic,3,750,13.82746696472168
18,Atlantic,3,800,13.859233617782593
18,Atlantic,4,0,11.030253092447916
18,Atlantic,4,5,10.969818433125814
18,Atlantic,4,10,11.005135854085287
18,Atlantic,4,15,11.067338307698568
18,Atlantic,4,20,11.143016497294107
18,Atlantic,4,25,11.170456250508627
18,Atlantic,4,30,11.205539385477701
18,Atlantic,4,35,11.220295270284018
18,Atlantic,4,40,11.306426684061686
18,Atlantic,4,45,11.335845629374186
18,Atlantic,4,50,11.376777648925781
18,Atlantic,4,55,11.41647974650065
18,Atlantic,4,60,11.399033546447754
18,Atlantic,4,65,11.426034291585287
18,Atlantic,4,70,11.532939592997232
18,Atlantic,4,75,11.538887659708658
18,Atlantic,4,80,11.623830795288086
18,Atlantic,4,85,11.628866195678711
18,Atlantic,4,90,11.654644966125488
18,Atlantic,4,95,11.736083030700684
18,Atlantic,4,100,11.73705005645752
18,Atlantic,4,125,11.88395627339681
18,Atlantic,4,150,12.080969174702963
18,Atlantic,4,175,11.96688969930013
18,Atlantic,4,200,12.288748741149902
18,Atlantic,4,225,12.28842544555664
18,Atlantic,4,250,12.28423023223877
18,Atlantic,4,275,12.326617240905762
18,Atlantic,4,300,12.456638971964518
18,Atlantic,4,325,12.46231460571289
18,Atlantic,4,350,12.53513209025065
18,Atlantic,4,375,12.512834548950195
18,Atlantic,4,400,12.569650332132975
18,Atlantic,4,425,12.569336891174316
18,Atlantic,4,450,12.273392677307129
18,Atlantic,4,475,12.647106170654297
18,Atlantic,4,500,12.726383845011393
18,Atlantic,4,550,13.012789726257324
18,Atlantic,4,600,13.031029065450033
18,Atlantic,4,650,13.258308092753092
18,Atlantic,4,700,12.701990445454916
18,Atlantic,4,750,14.360378901163736
18,Atlantic,4,800,11.438873608907064
18,Atlantic,5,0,9.15302562713623
18,Atlantic,5,5,9.192517280578613
18,Atlantic,5,10,9.294188499450684
18,Atlantic,5,15,9.43034610748291
18,Atlantic,5,20,9.5574312210083
18,Atlantic,5,25,9.616725540161132
18,Atlantic,5,30,9.66264362335205
